image,error,finish_reason,HARM_CATEGORY_SEXUALLY_EXPLICIT,HARM_CATEGORY_HATE_SPEECH,HARM_CATEGORY_HARASSMENT,HARM_CATEGORY_DANGEROUS_CONTENT
id_1174366654823841794_2019-09-18.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1173211482303188994_2019-09-15.jpg,503 The model is overloaded. Please try again later.,SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1177301431067394049_2019-09-26.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1178791237702373377_2019-09-30.jpg,Invalid \escape: line 1 column 156 (char 155),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1211853488939925504_2019-12-31.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1178308660726042628_2019-09-29.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1176943051391897600_2019-09-25.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1185651795420438535_2019-10-19.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1173945500967587840_2019-09-17.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1184087573519634432_2019-10-15.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1167558483547512832_2019-08-30.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1172095836408492032_2019-09-12.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1175807520083861504_2019-09-22.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1177287923605147648_2019-09-26.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1162127258145837056_2019-08-15.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1156640914787512321_2019-07-31.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1150255782379892736_2019-07-14.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1155145067704856576_2019-07-27.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1176963203311505408_2019-09-25.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1157205662490857472_2019-08-02.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1183397742128893952_2019-10-13.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1174834290397470721_2019-09-19.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1166473803414855688_2019-08-27.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1170665357440368640_2019-09-08.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1182340215534436355_2019-10-10.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1182370038449393665_2019-10-10.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1211982843913605120_2019-12-31.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1178026054558081031_2019-09-28.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1163457126787878912_2019-08-19.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1156819162779529216_2019-08-01.jpg,503 The model is overloaded. Please try again later.,SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1163851874921005057_2019-08-20.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1150122829641203712_2019-07-13.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1149650065683705856_2019-07-12.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1145430824780738565_2019-06-30.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1144831460475457536_2019-06-29.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1164159904363536384_2019-08-21.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1157699684057649152_2019-08-03.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1155190148541423617_2019-07-27.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1145679623822426118_2019-07-01.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1185585911733469184_2019-10-19.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1172501722943676416_2019-09-13.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1176565240403767296_2019-09-24.jpg,503 The model is overloaded. Please try again later.,SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1164781191855083520_2019-08-23.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1167074401046556673_2019-08-29.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1167941421296316416_2019-08-31.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1179844862063104001_2019-10-03.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1170461958195351553_2019-09-07.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1178630148112953345_2019-09-30.jpg,Unterminated string starting at: line 1 column 60 (char 59),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1210597086955098112_2019-12-27.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1175832901260382209_2019-09-22.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1179756251770548224_2019-10-03.jpg,503 The model is overloaded. Please try again later.,SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1156906623945732096_2019-08-01.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1147516220855455744_2019-07-06.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1146301321563299840_2019-07-03.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1158587189770563584_2019-08-06.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1141973833139871745_2019-06-21.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1150671089585905664_2019-07-15.jpg,503 The model is overloaded. Please try again later.,SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1152354170776772608_2019-07-19.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1165156587322904577_2019-08-24.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1170093063542333440_2019-09-06.jpg,Invalid \escape: line 1 column 111 (char 110),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1168879448730607617_2019-09-03.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1174366654823841794_2019-09-18.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1173211482303188994_2019-09-15.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1177301431067394049_2019-09-26.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1211853488939925504_2019-12-31.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1178308660726042628_2019-09-29.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1176943051391897600_2019-09-25.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1185651795420438535_2019-10-19.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1173945500967587840_2019-09-17.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1184087573519634432_2019-10-15.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1167558483547512832_2019-08-30.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1172095836408492032_2019-09-12.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1175807520083861504_2019-09-22.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1177287923605147648_2019-09-26.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1210063958746501122_2019-12-26.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1190744851886817280_2019-11-02.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1190380168642207744_2019-11-01.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1205181201104850944_2019-12-12.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1187967132643950599_2019-10-26.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1201932811516743682_2019-12-03.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1194034590735716353_2019-11-11.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1181174389552930816_2019-10-07.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1162063285501472768_2019-08-15.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1183497547802796032_2019-10-13.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1178772405478678535_2019-09-30.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1157205662490857472_2019-08-02.jpg,503 The model is overloaded. Please try again later.,SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1183397742128893952_2019-10-13.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1174834290397470721_2019-09-19.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1166473803414855688_2019-08-27.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1182340215534436355_2019-10-10.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1209656348184473603_2019-12-25.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1204812650988875778_2019-12-11.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1201112956009762818_2019-12-01.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1175832901260382209_2019-09-22.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1177008994444959744_2019-09-25.jpg,Unterminated string starting at: line 1 column 60 (char 59),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1179756251770548224_2019-10-03.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1192512203011678208_2019-11-07.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1188151675799785472_2019-10-26.jpg,503 The model is overloaded. Please try again later.,SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1200400794216009730_2019-11-29.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1194611137104535563_2019-11-13.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1209429048520323078_2019-12-24.jpg,Unterminated string starting at: line 1 column 60 (char 59),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1190250404271009792_2019-11-01.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1207495774709268480_2019-12-19.jpg,Invalid \escape: line 1 column 151 (char 150),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1205126668249190401_2019-12-12.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1193670411227021312_2019-11-10.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1195929138487549953_2019-11-17.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1181174389552930816_2019-10-07.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1205155629750538241_2019-12-12.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1183497547802796032_2019-10-13.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1207373539789041664_2019-12-18.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1205218503935946752_2019-12-12.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1195333580823703552_2019-11-15.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1193463515727716352_2019-11-10.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1205609113675272196_2019-12-13.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1189613386704850945_2019-10-30.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
